item_id,similar_items,similar_scores
172,6956 6908 13913 8653 4238 9070 3207 15249 832 12031,0.663002 0.629524 0.629307 0.574814 0.574814 0.555839 0.544632 0.543357 0.517269 0.471538
173,2597 6128 5634 154 9430 8617 157 14367 160 14035,0.476936 0.455445 0.451521 0.441523 0.440862 0.433661 0.432774 0.413860 0.407801 0.402103
174,4055 8970 8469 14780 2520 11059 4635 13042 2185 4866,0.408084 0.378039 0.341205 0.298389 0.286549 0.286549 0.286549 0.286549 0.286549 0.286549
175,9561 7454 4893 3454 7907 1055 2693 6195 10327 12538,0.563650 0.559323 0.518042 0.484134 0.477328 0.475017 0.475017 0.475017 0.475017 0.459478
176,6013 1574 2765 168 11081 170 9314 143 7310 10919,0.944064 0.808342 0.787901 0.781538 0.776798 0.771887 0.762299 0.720972 0.709486 0.670710
177,3796 12446 2316 9932 11560 11918 3468 4482 1202 5308,0.497692 0.382001 0.374128 0.358648 0.357982 0.345195 0.344602 0.343056 0.332475 0.328659
178,6892 14825 61 2185 8872 11876 11059 3818 13042 140,0.635102 0.635102 0.635102 0.635102 0.635102 0.635102 0.635102 0.635102 0.635102 0.635102
179,13135 7117 13827 14560 7729 3816 1415 13015 3456 10017,0.745566 0.716739 0.661207 0.550189 0.450751 0.363922 0.355851 0.336797 0.333457 0.333457
180,141 4822 182 4093 4238 8653 9070 3207 176 7929,0.643115 0.582059 0.547910 0.522948 0.510596 0.510596 0.493740 0.483785 0.476141 0.471244
181,1053 11013 8368 3458 166 8357 6434 5141 3408 10017,0.416094 0.413205 0.339554 0.320609 0.292004 0.286965 0.271505 0.251014 0.251014 0.251014
182,180 4093 4822 7929 176 8768 6013 5580 11482 2139,0.547910 0.526646 0.488674 0.474576 0.419446 0.398151 0.392346 0.391368 0.356160 0.345119
183,2838 206 10381 11424 492 3772 1407 3683 6266 2148,0.451296 0.440552 0.403451 0.398321 0.380935 0.371656 0.364213 0.355115 0.349167 0.340668
184,1499 8703 12206 12886 1288 14827 14263 6214 6012 5216,0.462137 0.399137 0.397690 0.397690 0.397690 0.372970 0.334011 0.315282 0.315181 0.264308
185,2485 8523 1636 2484 3329 2494 186 3274 2090 10872,0.499092 0.499092 0.451800 0.442326 0.437342 0.377766 0.354266 0.348533 0.334853 0.333853
186,8523 2485 3329 2484 2494 3274 2090 10872 12331 4987,0.709821 0.709821 0.621998 0.580899 0.537268 0.495692 0.476235 0.474815 0.466388 0.457425
187,5215 3377 6300 3378 3379 5825 7317 5217 3319 4885,0.809703 0.764410 0.705704 0.703036 0.698660 0.644832 0.604330 0.594718 0.594067 0.511724
188,14047 3997 6180 10257 12868 13460 7727 3174 7171 3455,0.392244 0.307432 0.306597 0.280340 0.273419 0.266424 0.247348 0.246298 0.240539 0.238426
189,3528 3531 190 4146 5100 5099 6376 1055 10327 2693,1.000000 0.923417 0.904118 0.896148 0.727335 0.675862 0.667836 0.461369 0.461369 0.461369
190,189 3528 3531 4146 5100 5099 6376 5501 1055 2693,0.904118 0.904118 0.888199 0.861970 0.677321 0.629389 0.519235 0.359157 0.358710 0.358710
191,8300 7544 681 7698 6803 5377 9509 9365 8574 4016,0.429224 0.400647 0.399475 0.394468 0.377030 0.361961 0.302737 0.293580 0.293580 0.284054
192,14863 6830 6870 7209 5635 9326 348 5654 10411 11917,0.427134 0.333060 0.308533 0.304942 0.301464 0.278194 0.277397 0.269675 0.259790 0.254270
193,4318 458 8567 4026 14274 9178 5944 11744 7031 5057,0.437373 0.341883 0.280180 0.257999 0.232502 0.218683 0.218639 0.183295 0.180232 0.179855
194,2693 1055 6195 10327 3454 7907 3243 1065 7646 9985,0.803654 0.803654 0.803654 0.803654 0.788520 0.771079 0.752015 0.668845 0.659721 0.655837
195,248 5300 3956 14241 1506 12174 6231 6583 422 6233,0.579056 0.343287 0.323403 0.310018 0.308512 0.295280 0.293044 0.279218 0.253062 0.218158
196,1052 3752 1014 2328 3453 226 5859 2989 7036 6987,0.868442 0.856532 0.813116 0.715978 0.673968 0.673968 0.659234 0.654479 0.600968 0.583151
197,9049 3017 7469 8659 10720 1368 6372 13705 203 12862,0.548666 0.437035 0.311910 0.293444 0.288071 0.263155 0.259555 0.231897 0.230698 0.227003
198,544 4511 545 14907 4396 3987 2783 2124 9928 7734,0.837046 0.808484 0.588329 0.290446 0.275880 0.203963 0.199352 0.197412 0.197412 0.197412
199,12669 11894 4067 5881 8573 12390 13729 10634 3685 11895,0.386799 0.358965 0.348437 0.339721 0.337223 0.333393 0.322526 0.322316 0.320376 0.308450
200,11673 14928 13385 6991 11208 8671 9439 6384 5778 10061,0.266505 0.259434 0.246826 0.230492 0.214051 0.212960 0.211493 0.203843 0.203590 0.203347
201,15148 731 4184 3066 7170 5548 1875 1984 8621 2239,0.336724 0.272700 0.266214 0.266214 0.254796 0.251803 0.245921 0.244050 0.241020 0.238686
202,4284 2415 5791 3407 2457 5792 6074 10403 5990 14839,0.894461 0.800913 0.610589 0.601994 0.523251 0.456961 0.436552 0.228446 0.202547 0.194414
203,6925 1547 7469 9516 12101 6372 7024 3120 7659 4674,0.350040 0.338186 0.333313 0.283285 0.282854 0.278619 0.275016 0.271742 0.246619 0.241037
204,141 801 8763 4992 5025 3438 11997 7944 12325 12158,0.518212 0.453995 0.451372 0.435713 0.399457 0.391734 0.385183 0.378699 0.372728 0.365070
205,10699 12939 7862 13976 4998 14924 7388 8345 11208 10719,0.233631 0.194697 0.189271 0.184166 0.182199 0.179917 0.176253 0.169487 0.167812 0.167747
206,3772 8961 183 13429 8670 10132 492 10566 13847 1407,0.488963 0.471052 0.440552 0.376857 0.363978 0.346098 0.321038 0.317248 0.310565 0.306945
207,6647 2537 1286 3154 1912 11704 7097 6844 9461 8973,0.491205 0.345685 0.316610 0.314746 0.310982 0.309766 0.264253 0.250203 0.237884 0.214686
208,5214 307 418 1408 15012 13728 6918 6962 12379 2932,0.411734 0.359729 0.348423 0.320046 0.294949 0.284330 0.276248 0.247737 0.242501 0.242151
209,5676 14606 13837 11306 12575 7602 5678 2393 6841 5946,0.480320 0.461472 0.452169 0.437138 0.437138 0.416753 0.405748 0.369831 0.364894 0.362454
210,1189 3153 3420 834 11653 2684 4936 1456 2016 13626,0.406263 0.375867 0.310398 0.283704 0.253989 0.249733 0.229914 0.224767 0.220954 0.215137
211,5758 2606 1295 3612 4155 4880 14691 3576 11242 3273,0.623891 0.365231 0.336301 0.317478 0.240338 0.212563 0.201161 0.175222 0.168344 0.166545
212,6027 775 5993 4244 7240 13563 6910 757 2798 1900,0.532513 0.524130 0.510243 0.507974 0.502466 0.415076 0.407675 0.406977 0.397497 0.394595
213,1300 4973 4409 9500 9508 1191 9117 13582 10333 2607,0.505852 0.422088 0.421991 0.399931 0.378711 0.342477 0.327070 0.323981 0.323655 0.306753
214,5422 778 3030 6050 12160 4197 7799 4214 5154 1832,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
215,1832 214 12246 5928 8856 12160 5893 9711 7799 5162,0.617475 0.617475 0.617475 0.617475 0.617475 0.617475 0.617475 0.617475 0.617475 0.617475
216,8201 6382 126 167 11550 6046 1831 11161 4768 546,0.782411 0.780476 0.715936 0.560941 0.521868 0.504300 0.359045 0.359045 0.359045 0.328300
217,1014 7644 2328 7458 226 3453 196 5859 7645 2989,0.701539 0.633973 0.617731 0.597497 0.581486 0.581486 0.570432 0.568773 0.568198 0.564671
218,7580 14577 684 11021 4114 498 7357 6471 539 11330,0.594570 0.415364 0.404849 0.402509 0.387335 0.376335 0.352948 0.343360 0.318291 0.309254
219,10478 6154 6153 5487 8672 6601 12751 1695 1694 2949,0.464183 0.456281 0.336347 0.336347 0.288324 0.288324 0.286604 0.277639 0.277639 0.241513
220,12823 2682 415 12278 9041 13291 1480 5459 1607 971,0.256020 0.243661 0.239084 0.233414 0.232701 0.216325 0.211457 0.206852 0.201665 0.199339
221,11574 8335 5383 5381 5902 14046 10351 1655 13640 12576,0.541430 0.509737 0.473947 0.329495 0.326175 0.310764 0.305395 0.302516 0.275639 0.274957
222,10236 3820 3819 3725 1098 4975 10762 2827 2825 10235,0.960926 0.932754 0.843190 0.719913 0.596956 0.587679 0.544144 0.533522 0.519425 0.508312
223,5026 9519 9490 4880 4295 815 10903 12563 2162 689,0.904201 0.652154 0.460233 0.294891 0.258040 0.213952 0.209709 0.160011 0.154135 0.149797
224,10467 14721 11127 1313 2256 3507 13693 9050 8473 6977,0.373375 0.290662 0.266569 0.263989 0.248942 0.239078 0.230336 0.224171 0.224061 0.222371
225,9881 8482 1987 822 8931 1763 10709 4942 5866 8915,0.738446 0.616788 0.591942 0.589802 0.584660 0.565770 0.492658 0.481340 0.463051 0.462551
226,3453 1014 6987 4976 1051 2328 6433 196 5859 2989,1.000000 0.828871 0.754784 0.748680 0.736356 0.729852 0.721260 0.673968 0.672008 0.667161
227,8974 760 504 9010 7696 1567 6017 736 7238 1212,0.630723 0.608647 0.553076 0.475709 0.463047 0.429134 0.426570 0.425148 0.406280 0.402434
228,10645 3970 2949 11529 12577 11873 4992 12566 6189 7250,0.506913 0.361125 0.340213 0.309873 0.309485 0.305894 0.295358 0.285063 0.273016 0.259619
229,9827 14340 11152 11227 8023 13888 11547 4805 4808 14667,0.474592 0.334285 0.308395 0.297681 0.297273 0.292493 0.277572 0.273485 0.271526 0.264196
230,10867 1269 9716 4537 8130 15119 10637 8007 12357 5376,0.657373 0.632140 0.461291 0.458910 0.431943 0.378619 0.340527 0.336003 0.331608 0.322241
231,14143 5352 3425 2149 15262 9828 13404 7770 2845 9292,0.489557 0.407708 0.406969 0.399024 0.392832 0.387433 0.377246 0.368576 0.362235 0.342986
232,10266 9402 12463 4728 3686 5426 6398 9986 9240 14794,0.353365 0.300396 0.297331 0.291488 0.287005 0.265340 0.265340 0.250738 0.248082 0.238208
233,12464 10736 10485 3607 2338 15046 3182 10238 4272 3624,0.342934 0.325668 0.315485 0.312685 0.297465 0.294867 0.293320 0.290110 0.277299 0.246322
234,1619 1624 1617 1621 1618 1620 235 1622 6015 6016,0.968068 0.965079 0.963520 0.962754 0.962160 0.962160 0.942897 0.868337 0.532733 0.481196
235,1619 234 1624 1617 1621 1618 1620 1622 6015 6016,0.945087 0.942897 0.942168 0.940646 0.939899 0.939319 0.939319 0.847723 0.520086 0.469773
236,14221 1909 9246 8102 14525 10671 10861 15200 352 12180,0.311190 0.287255 0.283315 0.270617 0.263475 0.252411 0.247328 0.247059 0.246531 0.241527
237,5090 6907 7831 7823 4113 10300 6691 4471 9526 7307,0.534712 0.498342 0.476318 0.475651 0.431921 0.425505 0.399253 0.386296 0.381631 0.358567
238,12890 11322 358 10050 1196 12200 6218 11791 11580 12225,0.408942 0.347101 0.342190 0.338091 0.324106 0.319140 0.303890 0.300498 0.287884 0.276267
239,3763 3670 5480 11995 12432 1985 5522 4559 3784 1195,0.465946 0.400904 0.350293 0.335922 0.334447 0.294521 0.280797 0.278111 0.277535 0.277033
240,2351 1746 7987 2235 7043 3294 950 11295 1884 569,0.332859 0.272803 0.256745 0.234979 0.234979 0.230683 0.223249 0.217054 0.214497 0.213357
241,10708 10601 2133 14320 1206 775 5993 9260 12015 14903,0.577622 0.553699 0.519187 0.496467 0.465008 0.451500 0.439538 0.431618 0.419600 0.385058
242,7921 5144 2756 5058 6906 11865 11954 5152 4179 5723,0.513002 0.505397 0.494616 0.474948 0.447518 0.419861 0.415713 0.400315 0.371229 0.364622
243,12310 7413 8759 9736 2461 6594 2106 10283 4011 1390,0.428248 0.421591 0.356405 0.329080 0.292749 0.290145 0.288029 0.284014 0.283839 0.273953
244,419 9138 6826 13071 11824 947 8613 11156 288 10728,0.526387 0.414711 0.409224 0.373155 0.370739 0.327007 0.303592 0.267571 0.251813 0.244796
245,8453 6379 10681 84 7933 7922 2276 10603 7382 12405,0.469203 0.438409 0.383098 0.377735 0.338131 0.321813 0.313340 0.301640 0.298083 0.297035
246,5412 4102 13435 14623 6627 8795 6319 1667 5059 3556,0.521297 0.389417 0.376624 0.369821 0.369821 0.354640 0.354495 0.332119 0.313682 0.309100
247,8974 760 504 9010 5392 7696 5826 1567 6017 736,0.557793 0.538270 0.489124 0.420703 0.411638 0.409506 0.382670 0.379514 0.377247 0.375989
248,195 12174 6231 5300 422 14241 3956 1093 1506 6583,0.579056 0.365786 0.349843 0.323362 0.318648 0.292024 0.291935 0.290471 0.285259 0.263012
249,3920 4340 7214 14003 2784 7569 6998 14504 8497 14147,0.477942 0.400938 0.397556 0.381981 0.345751 0.329406 0.327459 0.321828 0.319800 0.319800
250,4804 5305 1440 5071 5630 10672 6176 3249 5109 1526,0.848375 0.291330 0.287948 0.283348 0.244320 0.236720 0.224276 0.220690 0.211876 0.196664
251,5488 5511 6951 7663 5591 1411 8173 12383 10549 6939,0.426464 0.412034 0.353512 0.350668 0.340784 0.272270 0.265259 0.243293 0.226791 0.189477
252,6508 11338 7996 6486 5636 9707 12158 10593 7489 5289,0.490580 0.347328 0.234693 0.229577 0.224937 0.214245 0.210948 0.209617 0.198738 0.198119
253,1230 4227 3705 852 3373 12090 6753 4601 3988 4248,0.551981 0.526621 0.493660 0.492984 0.384377 0.373897 0.355897 0.307373 0.300366 0.281862
254,14800 7778 4169 13578 3874 11533 4997 11074 11076 12817,0.384604 0.329323 0.319342 0.308784 0.287303 0.276923 0.276803 0.275722 0.273393 0.256656
255,7517 570 6921 7520 1800 1462 11838 7521 14343 9510,0.440050 0.356949 0.330786 0.288660 0.285639 0.280163 0.276068 0.271169 0.258598 0.245817
256,4022 8714 6325 12984 4340 13921 14003 14309 9089 10657,0.369347 0.344481 0.344020 0.299931 0.289825 0.286716 0.281873 0.275349 0.259166 0.258098
257,8570 2789 2239 3851 6663 13272 15261 5612 14674 6224,0.434287 0.385423 0.354775 0.324360 0.318207 0.315073 0.292453 0.285076 0.283512 0.280837
258,1044 6460 11323 12100 7994 5933 9816 11697 13146 5936,0.569701 0.485906 0.484156 0.424059 0.389451 0.385098 0.345957 0.284811 0.283127 0.266590
259,3242 4568 3241 989 705 1931 12941 2186 6156 4569,0.855460 0.663018 0.592818 0.500018 0.449073 0.348154 0.308487 0.287159 0.279745 0.273598
260,11026 9972 11780 12980 12282 14027 273 13716 3950 11959,0.768108 0.732161 0.732161 0.725205 0.628969 0.466611 0.433715 0.387163 0.360614 0.310396
261,264 13653 13741 5480 10689 13865 9174 10434 8841 276,1.000000 0.468100 0.364914 0.361051 0.321643 0.317763 0.317763 0.306077 0.292224 0.291964
262,7605 7606 10693 10345 10205 9098 4381 729 12860 4116,0.932710 0.932710 0.866200 0.668512 0.581543 0.562676 0.553325 0.541389 0.507654 0.351311
263,15290 5093 5105 5104 5103 5102 5101 5100 5099 5098,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
264,261 13653 13741 5480 10689 13865 9174 10434 8841 276,1.000000 0.468100 0.364914 0.361051 0.321643 0.317763 0.317763 0.306077 0.292224 0.291964
265,266 267 12681 13103 14182 14087 6862 9721 15122 14192,0.433159 0.415912 0.406874 0.343854 0.294339 0.282724 0.282466 0.249553 0.244840 0.239147
266,12681 267 13103 14087 265 11783 14182 1561 7659 1395,0.571264 0.510727 0.502331 0.464949 0.433159 0.320630 0.315083 0.274227 0.245535 0.237473
267,12681 266 15234 14087 265 13103 13710 14182 13467 719,0.564787 0.510727 0.491852 0.423574 0.415912 0.391803 0.384344 0.376531 0.297368 0.234619
268,2921 3246 4173 4462 12009 6765 313 7364 7675 521,0.412414 0.327117 0.324363 0.323088 0.318941 0.317619 0.304856 0.300793 0.299852 0.294874
269,2272 14498 11456 14167 7695 10561 270 9404 14575 6581,1.000000 0.503782 0.464731 0.463422 0.389455 0.383813 0.355329 0.309802 0.283919 0.283919
270,2020 11455 2727 3855 14498 2579 2672 5906 8882 3125,0.682530 0.682530 0.513819 0.506271 0.477386 0.460872 0.416234 0.406823 0.402202 0.392808
271,3137 6175 6800 4097 4106 4099 4098 4111 10583 4104,0.779460 0.702828 0.660297 0.624287 0.624287 0.624287 0.624287 0.539023 0.505102 0.447577
272,9871 9870 9869 3330 7915 9136 8066 9796 12834 2949,0.532564 0.358930 0.339781 0.323413 0.303212 0.276098 0.263602 0.250526 0.243850 0.236356
273,13716 3950 260 8861 3338 11026 7816 6596 4365 11610,0.485563 0.440623 0.433715 0.379753 0.350378 0.338987 0.316853 0.308556 0.279584 0.240145
274,15154 13798 2860 3714 8511 7469 12232 7777 10490 1494,0.347130 0.306059 0.296248 0.277123 0.276643 0.254590 0.253735 0.245785 0.235665 0.230950
275,7728 6832 11689 5035 14039 14002 7048 8718 12518 8211,0.667767 0.610134 0.607603 0.557996 0.527115 0.503391 0.493478 0.460739 0.452469 0.447113
276,10689 10434 13741 8319 264 261 951 15185 4802 8962,0.341228 0.324714 0.306744 0.295510 0.291964 0.291964 0.278821 0.263897 0.215622 0.200251
277,10022 6600 6868 8178 4805 4808 4579 2920 5291 7810,0.535497 0.385053 0.380505 0.355552 0.297455 0.285438 0.228048 0.221978 0.215925 0.204513
278,5166 10591 8135 2449 6607 14646 1032 12717 8510 4386,0.661492 0.620166 0.522416 0.476878 0.458524 0.408210 0.339721 0.336653 0.336600 0.336395
279,13737 8335 6975 15101 11785 1454 11574 6727 8145 12199,0.371360 0.367332 0.358975 0.345361 0.342224 0.339119 0.333731 0.328719 0.314220 0.313933
280,1214 10638 4941 5183 10830 8227 6802 7550 7548 2518,0.804896 0.477444 0.329160 0.291729 0.264927 0.220277 0.215318 0.215135 0.214829 0.211229
281,9914 8349 2246 11828 5642 8451 6149 9800 3145 4862,0.337719 0.331376 0.325414 0.307741 0.259024 0.258581 0.256045 0.252971 0.252819 0.248402
282,13705 5282 10046 12524 2977 7445 1031 6131 3864 6627,0.837308 0.355259 0.353675 0.339511 0.312777 0.302852 0.294620 0.288806 0.286755 0.278020
283,6212 2686 13057 8036 3686 8879 9198 12220 4754 8134,0.362136 0.303744 0.294487 0.264820 0.245658 0.244615 0.238529 0.231054 0.225154 0.224959
284,5247 3428 1124 1120 9239 9292 4971 11359 5583 5249,0.608274 0.535174 0.362567 0.362567 0.357968 0.317779 0.296002 0.293648 0.290948 0.286293
285,4842 3240 9531 13751 9837 12458 10961 12821 11304 15036,0.252783 0.246180 0.245372 0.243399 0.228422 0.215583 0.213759 0.212306 0.210949 0.195108
286,15235 11822 5123 5629 3389 12709 346 12714 14763 12147,0.504045 0.483034 0.467130 0.453859 0.387316 0.321898 0.318156 0.306904 0.279191 0.272969
287,612 618 3455 9920 10727 1698 4519 1942 9009 9094,1.000000 0.322192 0.314144 0.304185 0.297924 0.292186 0.276866 0.276382 0.273133 0.263690
288,8867 11973 13281 8521 8763 204 8134 947 9397 801,0.357662 0.311946 0.299968 0.295825 0.289234 0.284226 0.280036 0.279936 0.279644 0.275149
289,2802 2004 13173 790 5236 11379 61 13042 11376 13890,0.699633 0.584585 0.455513 0.437808 0.420332 0.384378 0.384378 0.384378 0.384378 0.384378
290,304 974 7972 9401 11785 2594 917 6465 1578 10832,0.402261 0.325606 0.315811 0.305516 0.300004 0.292479 0.286903 0.278921 0.277711 0.266839
291,6961 2531 1350 11379 4866 4635 140 2503 8722 2513,0.274897 0.268015 0.259979 0.259979 0.259979 0.259979 0.259979 0.259979 0.259979 0.259979
292,10348 9889 3202 9039 3817 4768 1831 11161 5306 5974,0.570241 0.453704 0.446784 0.439316 0.407845 0.395731 0.395731 0.395731 0.389304 0.362882
293,5253 13954 9032 13268 11104 2022 5932 8314 10600 10247,0.575584 0.506472 0.477103 0.314331 0.233090 0.221930 0.206707 0.185945 0.180434 0.178397
294,9575 13821 2485 8523 3292 10347 3289 3329 2484 5042,0.338068 0.337979 0.334275 0.334275 0.330767 0.330767 0.296537 0.292916 0.273561 0.272708
295,13481 11047 8350 9358 2482 4906 129 10838 10839 10085,0.546229 0.546229 0.469855 0.330159 0.323490 0.310754 0.279034 0.246409 0.237587 0.236158
296,5338 1593 3956 13118 710 10894 1814 709 3434 12546,0.308346 0.270865 0.248244 0.245818 0.237579 0.220468 0.211321 0.201241 0.194894 0.192506
297,6748 2023 6857 6746 7398 2096 14348 12951 10770 5009,0.723240 0.665867 0.574217 0.531053 0.531053 0.508968 0.466030 0.464571 0.459084 0.430909
298,6348 10719 424 6684 10686 6535 8373 9488 10044 9655,0.364257 0.340988 0.310131 0.301117 0.279901 0.257380 0.207692 0.198573 0.196022 0.192710
299,13263 7515 3932 2361 7503 12569 6215 8972 1163 1164,0.694838 0.549881 0.439283 0.437179 0.433254 0.366614 0.323259 0.251888 0.243393 0.238766
300,13825 8071 5555 8838 7463 8068 12494 5430 5048 10060,0.369008 0.320774 0.313134 0.312841 0.310095 0.270307 0.259784 0.259539 0.259132 0.250333
301,14071 9004 4092 12805 15183 13831 8766 5188 2674 13579,0.349974 0.333464 0.329823 0.314066 0.273814 0.255370 0.254576 0.249079 0.248672 0.246555
302,2074 2113 689 14869 9686 10133 3551 14071 10680 1241,0.639529 0.376338 0.281795 0.269033 0.265670 0.244759 0.242220 0.241097 0.232563 0.229813
303,5000 9532 11784 12277 4200 6306 5143 9675 3287 6341,0.303825 0.288969 0.277583 0.260030 0.244236 0.240353 0.226844 0.224590 0.220777 0.218550
304,290 492 2679 521 7972 9166 1868 922 502 2594,0.402261 0.335230 0.314246 0.286048 0.284193 0.282626 0.272242 0.269525 0.269334 0.265224
305,13806 9938 12192 6267 3017 3149 7900 477 455 2704,0.356034 0.324315 0.315288 0.300785 0.277391 0.258635 0.256731 0.237221 0.233432 0.232259
306,11652 8420 3784 983 6788 5432 2363 8314 5109 8100,0.515107 0.495560 0.414857 0.383488 0.368248 0.332715 0.326924 0.292375 0.289984 0.287930
307,208 12164 5147 10279 428 12379 2261 334 1341 13097,0.359729 0.317751 0.317751 0.278473 0.243835 0.242631 0.221557 0.217454 0.216655 0.203810
308,3865 3017 3219 9943 3370 9778 9174 13865 5457 1890,0.287364 0.263162 0.234172 0.211349 0.195184 0.186395 0.176898 0.176898 0.176122 0.175282
309,7580 11894 11895 8031 11021 8405 11893 3597 218 7357,0.479471 0.416573 0.357951 0.343970 0.324590 0.320197 0.319604 0.299742 0.285079 0.284623
