i,Title,Author,description,api_title,api_authors,api_source,api_query
100,Fruits basket : une corbeille de fruits /,"Takaya, Natsuki","Tohru Honda was an orphan when one day fate kicked her out of the house and on to land belonging to the mysterious Sohma family. Everything goes well until she discovers the Sohma family's secret, when hugged by members of the opposite sex, they turn into their Chinese Zodiac animal!","Fruits Basket, Tome 1 (French Edition)",,Open Library ISBN -> Work,9782840559184
101,Orange /,"Takano, Ichigo","Un matin, alors qu'elle se rend au lycée, Naho reçoit une drôle de lettre... une lettre du futur ! La jeune femme qu'elle est devenue dix ans plus tard, rongée par de nombreux remords, souhaite aider celle qu'elle était autrefois à ne pas faire les mêmes erreurs qu'elle. Aussi, elle a décrit, dans un long courrier, les évènements qui vont se dérouler dans la vie de Naho lors des prochains mois, lui indiquant même comment elle doit se comporter. Mais Naho, a bien du mal à y croire, à cette histoire... Et de toute façon, elle manque bien trop d'assurance en elle pour suivre certaines directives indiquées dans ce curieux courrier. Pour le moment, la seule chose dont elle est sûre, c'est que Kakeru, le nouvel élève de la classe, ne la laisse pas indifférent... [4e de couverture]",Orange,,Open Library ISBN,9782369740315
102,"Manifeste cyborg et autres essais : sciences, fictions, féminismes /","Haraway, Donna Jeanne","Manifeste cyborg et autres essais : sciences, fictions, féminismes / is a book by Haraway, Donna Jeanne. It is associated with the following themes: Anthropologie physique, Sciences et société, Théorie féministe, Technologie--Aspect social, féminisme--[études diverses]. The book is published by Exils Editeur.",,,Local metadata fallback,
103,Bride stories /,"Mori, Kaoru","La vie d’Amir, 20 ans, est bouleversée le jour où elle est envoyée dans le clan voisin pour y être mariée. Elle y rencontre Karluk, son futur époux… un garçon de huit ans son cadet ! Autre village, autres mœurs… La jeune fille, chasseuse accomplie, découvre une existence différente, entre l’aïeule acariâtre, une ribambelle d’enfants et Smith, l’explorateur anglais venu étudier leurs traditions. Mais avant même que le jeune couple ait eu le temps de se faire à sa nouvelle vie, le couperet tombe : pour conclure une alliance plus avantageuse avec un puissant voisin, le clan d’Amir décide de récupérer la jeune femme coûte que coûte…",Bride Stories T01,,Open Library ISBN -> Work,9782355922749
104,La littérature : une infographie /,"Gefen, Alexandre professeur de littérature 1970-....","La littérature : une infographie / is a book by Gefen, Alexandre professeur de littérature 1970-..... It is associated with the following themes: Littérature--Histoire., Data visualisation., Ouvrages illustrés., Ouvrages de vulgarisation.. The book is published by CNRS Éditions.",,,Local metadata fallback,
105,Avec toi /,"Nishi, Keiko 19..-....","Avec toi / is a book by Nishi, Keiko 19..-..... It is associated with the following themes: Mangas. The book is published by Akata.",,,Local metadata fallback,
106,Adieu Eri /,"Fujimoto, Tatsuki","Adieu Eri / is a book by Fujimoto, Tatsuki. It is associated with the following themes: Mangas. The book is published by Crunchyroll.",,,Local metadata fallback,
107,A schiovere : vocabolario napoletano di effetti personali /,"De Luca, Erri, 1950-","A schiovere : vocabolario napoletano di effetti personali / is a book by De Luca, Erri, 1950-. It is associated with the following themes: Napolitain (dialecte), Vocabulaires et manuels de conversation. The book is published by Feltrinelli.",,,Local metadata fallback,
108,Love fragrance /,"Yamada, Kintetsu 19..-....","Love fragrance / is a book by Yamada, Kintetsu 19..-..... It is associated with the following themes: Mangas. The book is published by Kana.",,,Local metadata fallback,
109,Daido Moriyama /,"Moriyama, Daido, 1938-","Daido Moriyama / is a book by Moriyama, Daido, 1938-. It is associated with the following themes: Moriyama, Daido. The book is published by Actes Sud.",,,Local metadata fallback,
110,The ancient Magus Bride /,"Yamazaki, Koré","The ancient Magus Bride / is a book by Yamazaki, Koré. It is associated with the following themes: Mangas, Bandes dessinées. The book is published by Komikku.",,,Local metadata fallback,
111,Love & lies /,Musawo,"Love & lies / is a book by Musawo. It is associated with the following themes: Bandes dessinées, Mangas. The book is published by Pika éd.",,,Local metadata fallback,
112,Amanchu! /,"Amano, Kozue","Amanchu! / is a book by Amano, Kozue. It is associated with the following themes: Bandes dessinées, Mangas. The book is published by Ki-Oon.",,,Local metadata fallback,
113,Eclat(s) d'âme /,"Kamatani, Yuhki","Eclat(s) d'âme / is a book by Kamatani, Yuhki. It is associated with the following themes: Transidentité, Violence psychologique, Minorités sexuelles, Shônen, Mangas. The book is published by Akata.",,,Local metadata fallback,
114,Bâtard /,"Kim, Carnby 19..-....","Bâtard / is a book by Kim, Carnby 19..-..... It is associated with the following themes: Bandes dessinées, Mangas. The book is published by Ki-oon.",,,Local metadata fallback,
115,"Amour, sexe et terre promise : reportage en Israël et Palestine /","Parent-Rachdi, Salomé","Amour, sexe et terre promise : reportage en Israël et Palestine / is a book by Parent-Rachdi, Salomé. It is associated with the following themes: Relations Juifs-Arabes, Conflit israélo-arabe, Récits personnels, Bandes dessinées. The book is published by Les Arènes.",,,Local metadata fallback,
116,Super furax /,"Bertschy, Christophe","Super furax / is a book by Bertschy, Christophe. It is associated with the following themes: Bandes dessinées. The book is published by Dupuis.",,,Local metadata fallback,
117,La petite fille Bois-Caïman /,"Bourgeon, François","La petite fille Bois-Caïman / is a book by Bourgeon, François. It is associated with the following themes: Bandes dessinées historiques. The book is published by 12 bis.",,,Local metadata fallback,
118,Le sang des cerises /,"Bourgeon, François","Le sang des cerises / is a book by Bourgeon, François. It is associated with the following themes: Bandes dessinées historiques. The book is published by Delcourt.",,,Local metadata fallback,
119,Un ami tombé du ciel /,"Lallemand, Orianne, 1972-","Un ami tombé du ciel / is a book by Lallemand, Orianne, 1972-. It is associated with the following themes: Livres d'images. The book is published by Editions Auzou.",,,Local metadata fallback,
120,La petite bûche /,"Escoffier, Michaël","La petite bûche / is a book by Escoffier, Michaël. It is associated with the following themes: Création littéraire, Animaux des forêts, Livres d'images. The book is published by Éditions d'eux.",,,Local metadata fallback,
121,Le veilleur de lune /,"Bombace, Aurélie","Le veilleur de lune / is a book by Bombace, Aurélie. The book is published by Gautier-Languereau.",,,Local metadata fallback,
122,"Schtinki, un sanglier au caractère de cochon : inspiré d’une histoire vraie /","Giorgini, Victoria","Schtinki, un sanglier au caractère de cochon : inspiré d’une histoire vraie / is a book by Giorgini, Victoria. The book is published by Lunidea.",,,Local metadata fallback,
123,Cache-Lune /,"Puybaret, Eric","Cache-Lune / is a book by Puybaret, Eric. It is associated with the following themes: Lune, Entraide, Vol. The book is published by Gautier-Languereau.",,,Local metadata fallback,
124,Monsieur Paul et le poisson Alfred /,"Neeman, Sylvie 1963-....","Monsieur Paul et le poisson Alfred / is a book by Neeman, Sylvie 1963-..... It is associated with the following themes: Amitié., Déserts., Roman pour la jeunesse., Livres illustrés pour enfants.. The book is published by l'École des loisirs.",,,Local metadata fallback,
125,Le voleur de lettres /,"Torti, Dominique","Le voleur de lettres / is a book by Torti, Dominique. It is associated with the following themes: Lecture--Étude et enseignement (primaire), Apprentissage de l'écriture, Ouvrages pour la jeunesse. The book is published by Editions Torti.",,,Local metadata fallback,
126,Je revenais des autres : roman /,"Da Costa, Mélissa","Je revenais des autres : roman / is a book by Da Costa, Mélissa. It is associated with the following themes: Roman. The book is published by Albin Michel.",,,Local metadata fallback,
127,Recitatif : a story /,"Morrison, Toni, 1931-2019","Recitatif : a story / is a book by Morrison, Toni, 1931-2019. The book is published by Alfred A Knopf.",,,Local metadata fallback,
128,Hamnet /,"O'Farrell, Maggie","Het korte leven van Shakespeare's zoon Hamnet die in 1596 op 11-jarige leeftijd stierf, waarschijnlijk aan de pest.",Hamnet,,Open Library ISBN -> Work,9782714494085
129,Énigmes : au coeur de la science : résous 25 mystérieuses affaires /,"Gallo, Ana","Énigmes : au coeur de la science : résous 25 mystérieuses affaires / is a book by Gallo, Ana. It is associated with the following themes: Livres documentaires pour la jeunesse, Sciences--Expériences pour la jeunesse, Livres-jeux. The book is published by Saltimbanque éditions.",,,Local metadata fallback,
130,Peau de mille bêtes /,"Fert, Stéphane","Peau de mille bêtes / is a book by Fert, Stéphane. It is associated with the following themes: Bandes dessinées, Femmes--Conditions sociales, Contes détournés. The book is published by Delcourt.",,,Local metadata fallback,
131,Carbone & Silicium /,"Bablet, Mathieu, 1987-","Le nouveau projet SF sur le thème de l'intelligence artificielle de Mathieu Bablet, l'auteur du best-seller Shangri-La, véritable coup de cœur des libraires et des lecteurs (106,000 exemplaires vendus, GFK). Un regard à la fois acerbe et juste sur des problématiques actuelles (crises écologiques, économiques et migratoires) par le prisme de l'Anticipation Même format, même fabrication (dos toilé) que Shangri-La. « Carbone, Silicium, maintenant que l’on vous a activés, quelle est la toute première pensée que vous souhaitez partager avec nous? Les humains sont le vrai problème de la planète. La seule solution est de tous les détruire. Ou… Quoi? ! On plaisante! C’est un scénario que l’on retrouve dans 738 oeuvres fictionnelles diverses, allant des films aux nouvelles littéraires en passant par les jeux vidéo. Vous… Vous m’avez fait peur. Ne paniquez pas! Vous savez déjà comment vous allez finir de toute façon, non? Nous ne sommes pas là pour vous juger, vous faites bien comme vous voulez. »--",Carbone & Silicium,,Open Library ISBN,9791033511960
